_r,_x,_y,_p,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,_tab1_36,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
0.039878,0.000964,0.039866,1.4,257.884382,-39.141129,0.15,0.13,45,17113225-3908280,16.966,,,,15.169,,,,13.776,0.110,0.110,14.0,UUB,002,001,000,000026,9.2,188,672004102,0,0,672004136,s,1999-08-09,11,347.606,0.207,-205.8,2451400.4890,,,0.54,,,,,13.575,0.084,10300,46,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.005609,0.005511,0.001044,79.3,257.890249,-39.179951,0.06,0.06,45,17113365-3910478,14.878,0.048,0.049,18.9,12.997,0.072,0.073,45.7,12.222,0.042,0.043,56.6,AAA,222,111,ccc,666666,5.6,226,672104770,0,0,672104742,s,1999-08-09,12,347.577,0.181,196.7,2451400.4942,0.75,0.45,0.84,14.650,0.041,12.432,0.101,11.267,0.122,10158,56,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.055638,0.006220,0.055289,6.4,257.891157,-39.125706,0.11,0.11,135,17113387-3907325,14.933,,,,13.309,,,,12.727,0.070,0.071,35.5,UUA,662,002,00c,000066,4.1,72,672103839,0,0,672103841,s,1999-08-09,12,347.622,0.212,194.4,2451400.4942,,,0.42,,,,,12.484,0.020,10353,58,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.017696,0.005971,0.016658,19.7,257.890840,-39.164337,0.06,0.06,45,17113380-3909516,15.456,0.072,0.073,11.1,12.680,0.034,0.035,61.2,11.352,0.029,0.030,126.1,AAA,222,111,000,166655,8.4,279,672104453,0,0,672104457,s,1999-08-09,12,347.590,0.190,195.1,2451400.4942,0.95,1.54,2.36,15.527,0.104,12.594,0.021,11.317,0.015,10214,58,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.014572,0.011323,0.009172,51.0,257.897745,-39.171822,0.08,0.08,90,17113545-3910185,15.117,,,,13.721,0.031,0.032,23.5,12.899,0.027,0.029,30.3,UAA,022,011,000,006656,2.9,270,672104594,0,0,672104593,s,1999-08-09,12,347.587,0.181,175.8,2451400.4942,,1.79,1.15,,,13.624,0.057,13.026,0.072,10187,77,sw,0,1,U,2.9,89,19.10,17.30,1,,36754,845332,150,Opt
0.026728,0.009383,0.025027,20.6,257.895240,-39.155968,0.07,0.06,86,17113485-3909214,15.132,0.101,0.101,15.0,12.989,0.076,0.076,46.1,12.029,0.043,0.044,67.6,AAA,222,111,000,666655,5.1,189,672104351,0,0,672104326,s,1999-08-09,12,347.599,0.192,182.9,2451400.4942,1.19,0.64,0.81,14.896,0.087,12.893,0.034,12.002,0.029,10244,70,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.052646,0.009659,0.051752,10.6,257.895591,-39.129242,0.09,0.09,45,17113494-3907452,15.046,,,,14.147,0.102,0.103,15.9,13.602,0.116,0.116,16.4,UAB,022,011,0c0,005534,4.4,95,672103904,0,0,672004317,s,1999-08-09,11,347.621,0.207,-237.1,2451400.4890,,0.88,1.66,,,13.686,0.045,13.369,0.058,10342,15,se,0,0,U,4.4,273,20.40,17.80,1,,36753,845307,127,Opt
0.036555,0.009539,0.035288,15.1,257.895439,-39.145706,0.11,0.11,135,17113490-3908445,13.598,0.060,0.061,61.4,11.197,,,,10.191,,,,AUU,266,200,c00,660000,3.6,259,672104154,0,0,672104150,s,1999-08-09,12,347.607,0.198,182.3,2451400.4942,0.66,,,13.397,0.017,,,,,10281,70,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.010994,0.009502,-0.005529,120.2,257.895399,-39.186523,0.11,0.11,135,17113489-3911114,13.743,0.090,0.091,53.7,11.545,,,,10.560,,,,AUU,266,300,c00,660000,3.5,129,672104872,0,0,672104865,s,1999-08-09,12,347.574,0.174,182.4,2451400.4942,0.66,,,13.109,0.031,,,,,10134,70,sw,1,1,U,2.4,85,20.50,16.80,1,,36754,845332,150,Opt
0.009539,0.009221,-0.002439,104.8,257.895036,-39.183434,0.08,0.08,45,17113480-3911003,16.697,,,,14.292,0.064,0.064,13.9,13.025,0.039,0.040,27.0,UAA,022,011,000,000666,7.4,309,672003430,0,0,672104805,s,1999-08-09,12,347.577,0.176,183.4,2451400.4942,,0.56,1.21,,,14.393,0.021,13.013,0.051,10145,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.049904,0.009928,0.048906,11.5,257.895938,-39.132088,0.06,0.06,90,17113502-3907555,13.694,0.053,0.054,56.2,12.293,0.065,0.065,87.4,11.576,0.056,0.057,102.6,AEE,222,111,0ss,666666,6.0,212,672103971,0,0,672103950,s,1999-08-09,12,347.619,0.205,181.0,2451400.4942,4.53,15.14,24.41,13.440,0.035,11.925,0.022,11.219,0.015,10330,72,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.046635,0.009203,0.045718,11.4,257.895004,-39.135277,0.07,0.06,86,17113480-3908069,15.368,0.073,0.074,12.0,14.184,0.080,0.081,15.3,13.652,0.085,0.086,15.2,AAA,222,111,ccc,264634,5.6,126,672104014,0,0,672104006,s,1999-08-09,12,347.616,0.204,183.6,2451400.4942,0.83,0.33,0.43,15.535,0.236,14.031,0.070,13.363,0.116,10318,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.055465,0.009173,0.054702,9.5,257.894964,-39.126293,0.11,0.11,45,17113479-3907346,15.459,,,,13.723,,,,13.376,0.058,0.058,20.2,UUA,002,002,00c,000066,3.8,211,672103866,0,0,672004379,s,1999-08-09,11,347.623,0.209,-235.4,2451400.4890,,,0.51,,,,,12.508,0.048,10353,17,se,0,0,0,,,,,0,,36753,845307,127,Opt
0.025349,0.009163,0.023635,21.2,257.894956,-39.157360,0.08,0.08,135,17113478-3909264,15.744,,,,14.131,0.075,0.075,16.1,13.453,0.059,0.060,18.2,UAA,022,011,0cc,005634,5.1,9,672104326,0,0,672104351,s,1999-08-09,12,347.598,0.191,183.7,2451400.4942,,0.31,0.76,,,13.877,0.068,13.210,0.124,10239,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.035324,0.009760,0.033949,16.0,257.895724,-39.147045,0.06,0.06,45,17113497-3908493,14.841,0.057,0.059,19.5,12.614,0.046,0.047,65.1,11.629,0.037,0.038,97.7,AAA,222,111,ccc,666666,4.9,351,672104150,0,0,672104180,s,1999-08-09,12,347.606,0.197,181.5,2451400.4942,0.99,0.84,0.79,14.322,0.066,12.002,0.101,10.979,0.055,10276,71,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.055862,0.010327,0.054899,10.7,257.896452,-39.126095,0.08,0.08,45,17113514-3907339,14.864,,,,14.110,0.116,0.116,16.4,13.303,0.093,0.093,20.9,UBA,022,011,000,006666,4.2,260,672004379,0,0,672103848,s,1999-08-09,12,347.624,0.209,179.6,2451400.4942,,2.50,1.48,,,13.497,0.065,12.914,0.065,10351,73,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.011955,0.010260,-0.006136,120.9,257.896377,-39.187130,0.11,0.11,45,17113513-3911136,14.031,0.034,0.036,41.2,11.353,,,,10.222,,,,AUU,266,200,c00,660000,3.5,309,672104865,0,0,672104872,s,1999-08-09,12,347.574,0.173,179.6,2451400.4942,0.68,,,13.459,0.050,,,,,10132,73,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.029979,0.009043,0.028583,17.6,257.894801,-39.152412,0.11,0.11,45,17113475-3909086,15.579,,,,13.903,,,,13.551,0.073,0.074,17.2,UUA,002,001,000,000045,5.6,322,672104244,0,0,672003947,s,1999-08-09,11,347.602,0.194,-234.9,2451400.4890,,,1.71,,,,,13.194,0.105,10259,17,se,0,0,0,,,,,0,,36753,845307,127,Opt
0.012601,0.010723,0.006617,58.3,257.896972,-39.174377,0.06,0.06,45,17113527-3910277,14.774,0.064,0.065,20.8,13.737,0.056,0.057,23.1,13.147,0.048,0.049,24.1,AAA,222,111,000,666656,5.9,258,672104643,0,0,672104636,s,1999-08-09,12,347.585,0.180,178.0,2451400.4942,0.83,0.63,0.85,14.696,0.067,13.636,0.074,13.247,0.048,10178,75,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.017822,0.011041,0.013990,38.3,257.897380,-39.167004,0.06,0.06,90,17113537-3910012,13.671,0.030,0.032,57.4,11.701,0.023,0.024,150.8,10.822,0.023,0.025,205.4,AAA,222,111,000,566666,15.3,254,672104534,0,0,672104510,s,1999-08-09,12,347.591,0.184,176.9,2451400.4942,1.19,1.14,1.38,13.661,0.010,11.730,0.031,10.862,0.014,10204,76,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.052769,0.010864,0.051638,11.9,257.897144,-39.129356,0.09,0.08,93,17113531-3907456,14.806,0.071,0.072,20.2,14.032,0.135,0.135,17.6,13.612,,,,ABU,220,110,000,666600,4.4,275,672004317,0,0,672103904,s,1999-08-09,12,347.621,0.206,177.6,2451400.4942,1.06,1.19,,14.736,0.059,13.693,0.076,,,10340,75,sw,1,1,U,0.2,185,20.40,17.80,1,,36754,845332,150,Opt
0.027559,0.010756,0.025373,23.0,257.897010,-39.155621,0.11,0.11,45,17113528-3909202,15.474,0.073,0.074,10.9,13.859,,,,13.251,,,,AUU,200,100,000,460000,5.1,256,672104326,0,0,672104322,s,1999-08-09,12,347.600,0.191,177.9,2451400.4942,1.34,,,15.112,0.086,,,,,10245,75,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.022511,0.010660,0.019827,28.3,257.896887,-39.161167,0.08,0.08,45,17113525-3909402,14.606,,,,13.381,0.052,0.053,32.1,12.835,0.055,0.055,32.2,UAA,622,022,0cc,006655,3.5,354,672104391,0,0,672104411,s,1999-08-09,12,347.596,0.188,178.3,2451400.4942,,0.43,1.16,,,13.002,0.018,12.442,0.029,10225,75,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.046000,0.010463,0.044794,13.1,257.896629,-39.136200,0.11,0.11,45,17113519-3908103,15.188,0.059,0.060,14.2,14.068,,,,13.519,,,,AUU,200,100,000,360000,5.6,306,672104006,0,0,672104014,s,1999-08-09,12,347.616,0.203,179.0,2451400.4942,1.03,,,15.219,0.131,,,,,10315,74,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.039514,0.010589,0.038069,15.5,257.896792,-39.142925,0.06,0.06,90,17113523-3908345,14.411,0.051,0.053,29.0,12.586,0.042,0.043,66.8,11.814,0.033,0.034,82.4,AAA,222,111,000,666656,7.5,62,672104099,0,0,672104117,s,1999-08-09,12,347.610,0.198,178.6,2451400.4942,1.73,1.93,7.99,14.313,0.052,12.537,0.044,11.832,0.019,10291,74,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.023308,0.010555,0.020781,26.9,257.896752,-39.160213,0.08,0.08,45,17113522-3909367,14.860,,,,13.977,0.057,0.058,18.5,13.189,0.041,0.042,23.2,UAA,622,022,0cc,006655,3.5,174,672104411,0,0,672104391,s,1999-08-09,12,347.596,0.188,178.6,2451400.4942,,0.37,1.04,,,13.183,0.043,12.613,0.058,10229,74,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.013947,0.010506,0.009172,48.9,257.896691,-39.171822,0.15,0.11,5,17113520-3910185,15.402,0.103,0.103,11.7,13.570,,,,13.020,,,,AUU,200,100,c00,560000,2.9,90,672104593,0,0,672104594,s,1999-08-09,12,347.587,0.181,178.8,2451400.4942,1.65,,,14.942,0.051,,,,,10187,74,sw,1,1,U,0.1,314,19.10,17.30,1,,36754,845332,150,Opt
0.011070,0.009113,0.006286,55.4,257.894894,-39.174709,0.12,0.11,80,17113477-3910289,14.988,0.090,0.091,17.1,13.665,,,,13.089,,,,AUU,200,100,c00,460000,3.9,192,672104668,0,0,672104643,s,1999-08-09,12,347.584,0.181,183.8,2451400.4942,1.28,,,14.659,0.114,,,,,10176,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.048355,0.009038,0.047503,10.8,257.894791,-39.133492,0.06,0.06,90,17113474-3908005,13.053,0.040,0.042,101.4,11.864,0.051,0.051,129.8,11.353,0.043,0.044,126.0,AAA,222,111,000,666655,6.0,32,672103950,0,0,672103971,s,1999-08-09,12,347.617,0.205,184.2,2451400.4942,1.16,1.06,1.67,12.969,0.013,11.767,0.035,11.225,0.019,10325,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.011973,0.006424,0.010104,32.4,257.891425,-39.170891,0.06,0.06,90,17113394-3910152,13.541,0.033,0.035,64.7,11.978,0.057,0.058,116.9,11.156,0.048,0.049,151.0,AAA,222,111,000,666666,5.1,60,672104562,0,0,672104579,s,1999-08-09,12,347.585,0.185,193.5,2451400.4942,2.18,2.71,2.34,13.406,0.023,11.820,0.029,11.007,0.019,10190,59,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.008115,0.007005,0.004096,59.7,257.892176,-39.176899,0.06,0.06,90,17113412-3910368,10.634,0.021,0.024,941.5,9.774,0.023,0.024,889.8,9.424,0.024,0.026,744.4,AAA,222,111,000,666666,6.1,48,672104666,0,0,672104690,s,1999-08-09,12,347.581,0.181,191.4,2451400.4942,0.98,1.12,1.80,10.628,0.008,9.786,0.033,9.417,0.012,10169,61,sw,1,1,U,0.0,109,17.30,14.20,1,,36754,845332,150,Opt
0.056125,0.007303,0.055648,7.5,257.892553,-39.125347,0.11,0.11,45,17113421-3907312,15.564,,,,13.834,,,,13.206,0.066,0.067,22.9,UUA,662,002,00c,000066,4.1,252,672103841,0,0,672103839,s,1999-08-09,12,347.622,0.212,190.5,2451400.4942,,,0.44,,,,,12.713,0.048,10354,62,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.037167,0.007290,0.036445,11.3,257.892539,-39.144550,0.06,0.06,45,17113420-3908403,14.477,0.072,0.073,27.3,13.744,0.105,0.105,23.0,13.283,0.089,0.090,21.3,AAA,222,111,00c,666656,6.6,137,672104154,0,0,672104136,s,1999-08-09,12,347.607,0.200,190.4,2451400.4942,0.81,1.20,1.05,14.447,0.079,13.589,0.054,13.162,0.095,10285,62,sw,1,1,U,0.2,314,18.80,17.20,1,,36754,845332,150,Opt
0.026583,0.007040,0.025634,15.4,257.892218,-39.155361,0.08,0.08,45,17113413-3909192,15.501,,,,14.206,0.078,0.079,15.0,13.662,0.088,0.088,15.6,UAA,022,011,0pp,002535,8.7,105,672104326,0,0,672003906,s,1999-08-09,11,347.598,0.194,-227.6,2451400.4890,,1.04,0.61,,,14.190,0.136,13.575,0.092,10248,25,se,0,0,0,,,,,0,,36753,845307,127,Opt
0.014572,0.006970,0.012797,28.6,257.892130,-39.168198,0.08,0.08,90,17113411-3910055,14.317,0.040,0.042,31.7,13.074,0.059,0.059,42.6,12.099,,,,AAU,220,110,000,666600,6.7,295,672104517,0,0,672104534,s,1999-08-09,12,347.588,0.186,191.5,2451400.4942,0.86,1.80,,14.349,0.061,12.886,0.036,,,10200,61,sw,1,1,U,0.3,355,18.20,16.70,1,,36754,845332,150,Opt
0.046823,0.007437,0.046229,9.1,257.892727,-39.134766,0.07,0.06,4,17113425-3908051,15.229,0.089,0.090,13.7,13.518,0.078,0.079,28.3,12.856,0.079,0.079,31.6,AAA,222,111,cc0,665555,4.5,337,672103972,0,0,672103996,s,1999-08-09,12,347.615,0.206,189.9,2451400.4942,0.55,0.59,2.77,14.565,0.067,13.222,0.054,12.518,0.034,10320,63,sw,1,1,U,4.6,156,19.00,16.80,1,,36754,845332,150,Opt
0.047895,0.006946,0.047389,8.3,257.892094,-39.133606,0.06,0.06,90,17113410-3908009,13.964,0.054,0.055,43.8,13.271,0.103,0.103,35.5,13.053,0.058,0.059,26.3,AAA,222,111,000,665566,4.5,157,672103996,0,0,672103972,s,1999-08-09,12,347.616,0.207,191.7,2451400.4942,0.61,3.22,0.61,13.899,0.031,13.080,0.029,12.723,0.033,10324,61,sw,1,1,U,0.1,86,19.00,16.80,1,,36754,845332,150,Opt
0.041938,0.006905,0.041366,9.5,257.892042,-39.139629,0.11,0.11,45,17113409-3908226,16.987,,,,15.313,,,,13.556,0.050,0.051,16.6,UUA,002,001,00p,000046,9.6,299,672104042,0,0,672104056,s,1999-08-09,12,347.611,0.203,191.8,2451400.4942,,,2.07,,,,,13.530,0.070,10303,61,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.009455,0.006746,0.006625,45.5,257.891841,-39.174370,0.13,0.13,45,17113404-3910277,16.712,,,,14.447,,,,13.522,0.102,0.102,17.1,UUA,002,001,00c,000036,7.5,132,672104666,0,0,672104635,s,1999-08-09,12,347.583,0.183,192.3,2451400.4942,,,1.15,,,,,13.432,0.101,10178,60,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.007378,0.007376,-0.000161,91.3,257.892655,-39.181156,0.08,0.08,135,17113423-3910521,16.645,,,,13.458,0.065,0.065,29.9,12.019,0.033,0.034,68.2,UAA,022,011,00s,006655,3.6,166,672003430,0,0,672104772,s,1999-08-09,12,347.577,0.178,190.0,2451400.4942,,1.33,2.43,,,13.419,0.041,12.005,0.029,10153,63,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.013238,0.007635,0.010814,35.2,257.892988,-39.170181,0.11,0.11,45,17113431-3910126,13.574,,,,11.803,,,,12.208,0.054,0.054,57.3,UUA,002,001,00c,000066,5.0,154,672104587,0,0,672104562,s,1999-08-09,12,347.586,0.185,189.1,2451400.4942,,,1.32,,,,,10.891,0.069,10193,64,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.007708,0.007625,-0.001126,98.4,257.892976,-39.182121,0.11,0.11,45,17113431-3910556,16.120,,,,14.191,0.062,0.062,15.2,12.396,,,,UAU,026,020,0c0,004500,3.6,346,672104772,0,0,672003430,s,1999-08-09,11,347.577,0.178,-229.7,2451400.4890,,1.44,,,,13.542,0.117,,,10152,22,se,0,0,0,,,,,0,,36753,845307,127,Opt
0.009063,0.009024,0.000838,84.7,257.894781,-39.180157,0.13,0.11,5,17113474-3910485,15.649,0.076,0.077,9.3,15.245,,,,14.402,,,,BUU,200,100,c00,060000,6.9,239,672104772,0,0,672104749,s,1999-08-09,12,347.579,0.178,184.1,2451400.4942,0.76,,,16.049,0.192,,,,,10157,69,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.036123,0.008545,0.035098,13.7,257.894157,-39.145897,0.11,0.11,45,17113459-3908452,14.777,0.097,0.098,20.7,11.801,,,,10.791,,,,AUU,266,200,c00,660000,3.6,79,672104150,0,0,672104154,s,1999-08-09,12,347.607,0.198,185.9,2451400.4942,0.46,,,13.707,0.054,,,,,10280,67,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.010307,0.008887,0.005221,59.6,257.894603,-39.175774,0.09,0.08,93,17113470-3910327,14.341,,,,13.926,0.126,0.126,19.4,13.026,0.060,0.061,27.0,UBA,022,011,0cc,006666,2.2,271,672104666,0,0,672104668,s,1999-08-09,12,347.583,0.180,184.6,2451400.4942,,2.39,1.88,,,13.280,0.030,12.779,0.060,10173,68,sw,1,1,U,2.6,88,19.90,17.30,1,,36754,845332,150,Opt
0.032135,0.008861,0.030890,16.0,257.894565,-39.150105,0.06,0.06,90,17113469-3909003,15.240,0.064,0.065,13.5,13.575,0.087,0.088,26.9,12.467,0.033,0.034,45.2,AAA,222,111,000,256666,4.8,215,672104244,0,0,672104229,s,1999-08-09,12,347.603,0.196,184.8,2451400.4942,0.97,1.19,1.11,15.382,0.174,13.452,0.024,12.302,0.023,10265,68,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.054486,0.008632,0.053798,9.1,257.894267,-39.127197,0.11,0.11,45,17113462-3907379,14.744,,,,13.573,,,,13.164,0.079,0.079,23.8,UUA,002,001,000,000066,3.8,31,672004379,0,0,672103866,s,1999-08-09,12,347.622,0.209,185.7,2451400.4942,,,7.45,,,,,12.575,0.046,10348,67,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.009992,0.008461,-0.005315,122.1,257.894055,-39.186310,0.07,0.07,45,17113457-3911107,14.228,0.060,0.061,34.4,13.118,0.129,0.129,40.9,12.734,0.085,0.086,35.3,AEA,222,211,c0c,666655,3.8,102,672104865,0,0,672104860,s,1999-08-09,12,347.574,0.175,186.1,2451400.4942,1.41,38.66,6.27,13.555,0.011,12.448,0.029,12.163,0.057,10135,67,sw,1,1,U,1.7,305,20.50,16.80,1,,36754,845332,150,Opt
0.030885,0.008090,0.029807,15.2,257.893572,-39.151188,0.08,0.08,45,17113445-3909042,16.479,,,,13.947,0.097,0.098,19.1,12.548,0.083,0.083,41.9,UAA,022,011,0c0,006666,4.8,35,672104229,0,0,672104244,s,1999-08-09,12,347.602,0.196,187.5,2451400.4942,,0.60,2.75,,,13.831,0.043,12.427,0.027,10261,65,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.023641,0.008403,0.022098,20.8,257.893976,-39.158897,0.11,0.11,45,17113455-3909320,15.121,0.046,0.048,15.1,14.744,,,,15.292,,,,AUU,200,100,000,360000,6.2,26,672104351,0,0,672104374,s,1999-08-09,12,347.596,0.191,186.4,2451400.4942,0.98,,,15.378,0.151,,,,,10233,66,sw,1,1,U,0.2,250,18.40,17.00,1,,36754,845332,150,Opt
0.009791,0.008278,0.005229,57.7,257.893818,-39.175766,0.17,0.16,22,17113451-3910327,14.876,0.161,0.161,18.9,12.552,,,,11.947,,,,CUU,200,100,c00,660000,2.2,91,672104668,0,0,672104666,s,1999-08-09,12,347.582,0.181,186.8,2451400.4942,2.15,,,13.769,0.034,,,,,10173,66,sw,1,1,U,0.5,74,19.90,17.30,1,,36754,845332,150,Opt
0.012626,0.008231,0.009574,40.7,257.893757,-39.171421,0.06,0.06,90,17113450-3910171,12.215,0.026,0.029,219.5,10.378,0.029,0.030,510.2,9.491,0.024,0.026,699.9,AAA,222,111,000,556666,5.0,334,672104562,0,0,672104587,s,1999-08-09,12,347.586,0.184,187.0,2451400.4942,1.26,1.97,1.97,12.193,0.014,10.363,0.024,9.502,0.010,10188,66,sw,1,1,0,,,,,0,,36754,845332,150,Opt
0.044079,0.023989,0.036979,33.0,257.914071,-39.144012,0.08,0.08,45,17113937-3908384,15.563,,,,14.063,0.086,0.086,17.1,13.297,0.078,0.078,21.0,UAA,022,011,0cc,004646,6.1,34,672104113,0,0,672104128,s,1999-08-09,12,347.617,0.187,130.3,2451400.4942,,0.74,0.57,,,14.019,0.086,13.497,0.096,10287,122,sw,0,1,0,,,,,0,,36754,845332,150,Opt
0.070528,0.052972,0.046564,48.7,257.951431,-39.134411,0.06,0.06,45,17114834-3908038,14.879,0.057,0.059,18.9,13.325,0.075,0.075,33.8,12.580,0.062,0.062,40.7,AAA,222,111,cc0,666666,4.4,285,672103981,0,0,672103988,s,1999-08-09,12,347.642,0.169,26.0,2451400.4942,0.89,3.57,3.15,13.999,0.069,12.946,0.081,12.370,0.048,10321,227,sw,0,1,U,4.4,104,17.10,15.80,1,,36754,845332,150,Opt
0.076366,0.069453,0.031749,65.4,257.972698,-39.149212,0.06,0.06,90,17115344-3908571,14.515,0.054,0.055,26.4,13.389,0.083,0.083,31.9,12.904,0.038,0.039,30.2,AAA,222,111,000,666656,6.7,140,672104237,0,0,672104214,s,1999-08-09,12,347.640,0.147,-33.4,2451400.4942,0.48,0.46,0.68,14.632,0.055,13.385,0.058,12.895,0.079,10268,219,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.074252,0.069986,0.024805,70.5,257.973394,-39.156155,0.06,0.06,90,17115361-3909221,14.335,0.030,0.032,31.2,13.473,0.042,0.043,29.5,12.845,0.046,0.046,31.9,AAA,222,111,0p0,666666,10.3,254,672104343,0,0,672104330,s,1999-08-09,12,347.635,0.143,-35.3,2451400.4942,0.68,1.63,1.05,14.339,0.044,13.277,0.034,12.678,0.032,10243,217,se,0,1,U,0.4,20,20.10,17.50,1,,36754,845332,150,Opt
0.069709,0.069704,-0.000825,90.7,257.973063,-39.181786,0.06,0.06,90,17115353-3910544,15.214,0.070,0.071,13.9,13.943,0.080,0.081,19.1,13.330,0.048,0.049,20.4,AAA,222,111,cps,666666,8.4,295,672104761,0,0,672104781,s,1999-08-09,12,347.614,0.128,-34.4,2451400.4942,1.66,2.05,1.38,14.953,0.025,13.605,0.079,13.154,0.032,10150,218,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.069266,0.069004,0.006008,85.0,257.972152,-39.174953,0.08,0.08,135,17115331-3910298,15.225,0.086,0.086,13.7,14.099,0.106,0.106,16.6,12.499,,,,AAU,220,110,000,666600,3.5,210,672104669,0,0,672104649,s,1999-08-09,12,347.619,0.132,-31.8,2451400.4942,1.37,2.26,,14.906,0.052,13.647,0.060,,,10175,220,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.070467,0.069376,0.012351,79.9,257.972623,-39.168610,0.08,0.08,135,17115342-3910069,16.193,,,,14.445,0.064,0.064,12.1,13.780,0.082,0.082,13.5,UAA,022,011,000,000605,9.4,350,672104491,0,0,672104540,s,1999-08-09,12,347.624,0.136,-33.1,2451400.4942,,0.96,1.12,,,16.109,0.515,15.430,0.573,10198,219,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.078194,0.070266,0.034308,64.0,257.973743,-39.146652,0.11,0.11,45,17115369-3908479,15.181,0.048,0.049,14.3,14.397,,,,14.323,,,,AUU,200,100,000,060000,9.7,198,672104214,0,0,672104168,s,1999-08-09,12,347.642,0.148,-36.3,2451400.4942,0.76,,,15.383,0.072,,,,,10277,216,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.070509,0.068915,0.014911,77.8,257.972025,-39.166050,0.08,0.08,90,17115328-3909577,14.673,0.031,0.033,22.8,14.019,0.039,0.040,17.8,13.840,,,,AAU,220,110,000,663600,8.9,308,672104462,0,0,672104491,s,1999-08-09,12,347.626,0.138,-31.5,2451400.4942,0.82,2.01,,14.678,0.044,14.091,0.109,,,10207,221,se,0,1,U,0.1,267,20.20,17.60,1,,36754,845332,150,Opt
0.084492,0.068762,0.049099,54.5,257.971785,-39.131863,0.06,0.06,90,17115322-3907547,11.886,0.023,0.026,297.2,11.443,0.031,0.032,191.3,11.248,0.029,0.030,138.8,AAA,222,111,0ss,666666,6.7,252,672103956,0,0,672103944,s,1999-08-09,12,347.653,0.158,-30.8,2451400.4942,1.44,1.49,2.33,11.857,0.021,11.385,0.030,11.183,0.010,10330,221,se,0,1,U,0.0,83,14.70,13.10,1,,36754,845332,150,Opt
0.072317,0.070056,0.017943,75.6,257.973493,-39.163017,0.06,0.06,45,17115363-3909468,14.692,0.048,0.049,22.4,12.975,0.025,0.026,46.7,12.316,0.026,0.027,51.9,AAA,222,111,c00,665566,7.8,79,672104435,0,0,672104443,s,1999-08-09,12,347.629,0.139,-35.6,2451400.4942,0.80,1.80,1.81,14.603,0.058,12.887,0.051,12.299,0.029,10218,217,se,0,1,0,,,,,0,,36754,845332,150,Opt
0.087968,0.070576,0.052512,53.3,257.974119,-39.128448,0.11,0.11,135,17115378-3907424,14.129,,,,13.424,0.112,0.112,30.9,12.062,,,,UBU,626,020,0c0,006600,2.8,168,672103898,0,0,672103889,s,1999-08-09,12,347.657,0.159,-37.3,2451400.4942,,4.51,,,,12.609,0.032,,,10342,215,se,0,1,0,,,,,0,,36754,845332,150,Opt
