_r,_x,_y,_p,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,_tab1_36,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
0.071574,-0.068706,-0.020057,253.7,257.794479,-39.201019,0.07,0.06,86,17111067-3912036,15.493,0.095,0.095,12.3,13.980,0.097,0.097,18.5,13.468,0.089,0.089,18.6,AEE,222,111,ccc,162515,6.8,142,672003040,0,0,672003069,s,1999-08-09,11,347.516,0.228,45.2,2451400.4890,0.90,0.85,0.86,15.456,0.171,13.992,0.063,13.485,0.102,10085,208,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.076565,-0.068555,-0.034095,243.6,257.794656,-39.215057,0.06,0.06,45,17111071-3912542,15.172,0.071,0.072,16.5,13.063,0.035,0.036,43.0,12.154,0.033,0.034,62.4,AAA,222,111,000,266644,6.1,50,672002835,0,0,672002827,s,1999-08-09,11,347.505,0.220,44.7,2451400.4890,2.04,1.77,1.39,15.068,0.091,13.146,0.041,12.261,0.023,10034,208,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.094955,-0.069041,-0.065190,226.6,257.793989,-39.246151,0.08,0.08,90,17111055-3914461,15.493,,,,13.084,0.028,0.030,42.2,11.885,0.025,0.026,79.9,UAA,022,011,000,006655,3.6,121,672002253,0,0,672002261,s,1999-08-09,11,347.480,0.202,46.6,2451400.4889,,1.96,1.56,,,13.041,0.029,11.871,0.028,9922,206,sw,0,1,U,3.5,301,20.00,17.80,1,,36753,845307,127,Opt
0.085488,-0.081451,-0.025961,252.3,257.778024,-39.206909,0.11,0.11,45,17110672-3912248,15.354,,,,14.211,0.083,0.084,15.0,13.058,,,,UAU,026,020,0c0,006600,3.0,231,672002957,0,0,672002965,s,1999-08-09,11,347.504,0.235,91.1,2451400.4890,,0.47,,,,13.543,0.065,,,10064,162,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.100625,-0.082016,-0.058299,234.6,257.777245,-39.239246,0.11,0.11,45,17110653-3914212,15.637,,,,14.296,0.091,0.091,13.8,13.493,,,,UAU,020,010,0c0,000600,5.0,98,672002386,0,0,672002388,s,1999-08-09,11,347.478,0.216,93.2,2451400.4889,,1.12,,,,14.305,0.175,,,9947,160,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.093377,-0.081274,-0.045977,240.5,257.778222,-39.226925,0.11,0.11,45,17110677-3913369,14.836,0.089,0.090,22.5,13.054,,,,12.402,,,,AUU,200,100,000,660000,0.9,238,672002615,0,0,672002619,s,1999-08-09,11,347.488,0.223,90.5,2451400.4890,4.02,,,14.243,0.047,,,,,9992,162,sw,0,1,U,3.8,84,20.30,17.80,1,,36753,845307,127,Opt
0.098004,-0.070124,-0.068464,225.7,257.792586,-39.249424,0.06,0.06,45,17111022-3914579,15.333,0.078,0.079,14.3,12.715,0.028,0.030,59.3,11.611,0.028,0.029,102.8,AAA,222,111,000,065566,6.3,74,672002210,0,0,672002201,s,1999-08-09,11,347.477,0.201,50.5,2451400.4889,0.75,0.70,0.97,16.135,0.241,12.888,0.047,11.607,0.009,9911,203,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.082278,-0.069860,-0.043466,238.1,257.792959,-39.224426,0.11,0.11,45,17111031-3913279,14.613,0.064,0.065,27.7,13.068,,,,12.687,,,,AUU,200,100,c00,660000,2.3,103,672002664,0,0,672002669,s,1999-08-09,11,347.497,0.215,49.4,2451400.4890,3.72,,,14.028,0.040,,,,,10001,204,sw,0,1,U,0.6,256,18.80,17.30,1,,36753,845307,127,Opt
0.093833,-0.069690,-0.062832,228.0,257.793154,-39.243793,0.11,0.11,45,17111035-3914376,15.236,0.061,0.062,15.6,14.525,,,,14.352,,,,AUU,200,100,000,160000,6.7,73,672002318,0,0,672002307,s,1999-08-09,11,347.481,0.204,48.9,2451400.4889,1.23,,,15.434,0.251,,,,,9931,204,sw,0,1,U,0.4,170,18.70,17.00,1,,36753,845307,127,Opt
0.096363,-0.081314,-0.051710,237.5,257.778162,-39.232658,0.06,0.06,45,17110675-3913575,13.268,0.032,0.035,95.6,11.869,0.035,0.036,129.2,11.310,0.030,0.032,135.7,AAA,222,111,000,666666,7.1,294,672002533,0,0,672002520,s,1999-08-09,11,347.483,0.220,90.7,2451400.4889,1.15,1.04,1.41,13.255,0.016,11.827,0.029,11.284,0.015,9971,162,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.078230,-0.069595,-0.035729,242.8,257.793312,-39.216690,0.11,0.11,45,17111039-3913000,16.128,,,,14.324,0.070,0.070,13.5,13.786,,,,UAU,020,010,000,002600,7.0,33,672002827,0,0,672002808,s,1999-08-09,11,347.503,0.220,48.5,2451400.4890,,1.47,,,,14.309,0.126,,,10028,205,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.081832,-0.069244,-0.043610,237.8,257.793755,-39.224571,0.08,0.08,45,17111050-3913284,14.299,,,,13.825,0.062,0.062,21.3,13.275,0.053,0.054,22.2,UAA,022,011,000,005555,2.3,283,672002669,0,0,672002664,s,1999-08-09,11,347.497,0.215,47.2,2451400.4890,,8.96,4.05,,,13.239,0.051,12.859,0.058,10000,206,sw,0,1,U,1.8,112,18.80,17.30,1,,36753,845307,127,Opt
0.089469,-0.081656,-0.036566,245.9,257.777743,-39.217514,0.06,0.06,90,17110665-3913030,9.708,0.019,0.023,2536.5,8.380,0.031,0.034,3213.0,7.846,0.023,0.027,3296.3,AAA,211,111,000,666666,6.8,333,672002817,0,0,672002796,s,1999-08-09,11,347.495,0.229,91.9,2451400.4890,0.91,0.94,1.50,9.726,0.015,8.421,0.031,,,10026,161,sw,0,1,U,0.2,121,18.40,15.70,1,,36753,845307,127,Opt
0.086254,-0.082092,-0.026473,252.1,257.777196,-39.207420,0.13,0.12,116,17110652-3912267,15.335,,,,14.177,0.104,0.105,15.4,13.001,,,,UAU,026,020,0c0,006600,3.0,51,672002965,0,0,672002957,s,1999-08-09,11,347.503,0.235,93.4,2451400.4890,,0.69,,,,13.477,0.058,,,10062,160,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.095856,-0.083265,-0.047490,240.3,257.775650,-39.228436,0.08,0.08,45,17110615-3913423,16.422,,,,14.354,0.095,0.095,13.1,12.963,0.054,0.055,29.6,UAA,022,011,000,000655,5.9,36,672002614,0,0,672002596,s,1999-08-09,11,347.486,0.224,97.7,2451400.4890,,0.85,0.58,,,14.424,0.144,12.962,0.017,9986,155,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.103750,-0.082749,-0.062584,232.9,257.776293,-39.243530,0.06,0.06,45,17110631-3914367,14.886,0.058,0.060,21.5,13.001,0.039,0.040,45.6,12.256,0.038,0.039,56.8,AAA,222,111,ccc,666655,7.7,141,672002276,0,0,672002312,s,1999-08-09,11,347.474,0.214,95.9,2451400.4889,0.58,0.72,0.71,14.709,0.036,12.898,0.053,12.256,0.017,9932,157,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.097472,-0.083117,-0.050915,238.5,257.775835,-39.231861,0.12,0.12,45,17110620-3913546,15.403,0.098,0.098,13.4,14.070,,,,13.769,,,,AUU,200,100,c00,160000,7.1,114,672002520,0,0,672002533,s,1999-08-09,11,347.483,0.221,97.2,2451400.4889,1.35,,,15.257,0.063,,,,,9974,156,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.092148,-0.067913,-0.062282,227.5,257.795449,-39.243244,0.06,0.06,45,17111090-3914356,14.109,0.021,0.024,44.0,13.468,0.030,0.031,29.6,13.334,0.056,0.056,21.0,AAE,222,111,000,565606,6.7,253,672002307,0,0,672002318,s,1999-08-09,11,347.483,0.203,42.5,2451400.4889,0.61,0.56,0.64,14.438,0.076,13.841,0.077,14.075,0.114,9933,211,sw,0,1,U,0.1,198,19.40,17.20,1,,36753,845307,127,Opt
0.087626,-0.082754,-0.028813,250.8,257.776338,-39.209759,0.08,0.08,45,17110632-3912351,15.887,,,,13.910,0.075,0.075,19.7,12.895,0.052,0.053,31.5,UAA,022,011,000,006666,5.9,306,672002926,0,0,672002911,s,1999-08-09,11,347.501,0.234,95.8,2451400.4890,,1.74,1.20,,,13.800,0.042,12.799,0.052,10053,157,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.094684,-0.068185,-0.065696,226.1,257.795094,-39.246658,0.11,0.11,45,17111082-3914479,15.238,0.072,0.073,15.6,13.649,,,,12.532,,,,AUU,200,100,000,160000,3.6,301,672002261,0,0,672002253,s,1999-08-09,11,347.480,0.201,43.5,2451400.4889,1.44,,,15.252,0.112,,,,,9920,210,sw,0,1,U,0.1,122,20.00,17.80,1,,36753,845307,127,Opt
0.094364,-0.082307,-0.046153,240.7,257.776888,-39.227100,0.11,0.11,45,17110645-3913375,14.906,0.073,0.074,21.1,13.272,,,,12.584,,,,AUU,200,100,c00,660000,3.0,87,672002615,0,0,672002614,s,1999-08-09,11,347.487,0.224,94.2,2451400.4890,0.87,,,14.432,0.032,,,,,9991,159,sw,0,1,U,0.3,168,20.30,17.80,1,,36753,845307,127,Opt
0.089572,-0.082498,-0.034889,247.1,257.776659,-39.215836,0.15,0.14,16,17110639-3912570,14.681,0.137,0.138,26.0,11.804,,,,11.173,,,,BUU,266,200,c00,660000,3.9,265,672002816,0,0,672002817,s,1999-08-09,11,347.496,0.230,94.9,2451400.4890,1.11,,,13.482,0.054,,,,,10032,158,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.096475,-0.068447,-0.067989,225.2,257.794753,-39.248951,0.08,0.08,45,17111074-3914562,14.960,0.058,0.060,20.1,14.332,0.073,0.073,13.4,14.156,,,,AAU,220,110,0c0,060600,6.3,254,672002201,0,0,672002210,s,1999-08-09,11,347.478,0.200,44.4,2451400.4889,0.82,0.37,,15.417,0.137,15.210,0.132,,,9912,209,sw,0,1,U,0.3,183,19.90,17.50,1,,36753,845307,127,Opt
0.085925,-0.082511,-0.023982,253.8,257.776659,-39.204929,0.06,0.06,45,17110639-3912177,15.135,0.060,0.061,17.1,13.612,0.035,0.036,26.0,13.017,0.042,0.043,28.2,AAA,222,111,0s0,265655,8.1,152,672002965,0,0,672003001,s,1999-08-09,11,347.505,0.237,94.9,2451400.4890,0.73,0.99,0.65,15.250,0.150,13.759,0.084,13.175,0.043,10071,158,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.098603,-0.082628,-0.053806,236.9,257.776462,-39.234753,0.06,0.06,45,17110635-3914051,13.846,0.036,0.038,56.1,11.886,0.030,0.031,127.2,11.041,0.025,0.026,173.8,AAA,222,111,000,666666,5.3,245,672002465,0,0,672002480,s,1999-08-09,11,347.481,0.219,95.4,2451400.4889,1.29,1.30,1.19,13.757,0.043,11.853,0.030,11.042,0.018,9963,158,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.102228,-0.082645,-0.060170,233.9,257.776430,-39.241116,0.08,0.08,45,17110634-3914280,14.392,0.062,0.063,33.9,13.829,0.096,0.096,21.3,12.535,,,,AAU,220,110,cc0,666600,4.4,105,672002348,0,0,672002354,s,1999-08-09,11,347.476,0.216,95.5,2451400.4889,3.57,2.15,,13.859,0.056,12.767,0.043,,,9941,157,sw,0,1,U,0.2,73,19.70,17.30,1,,36753,845307,127,Opt
0.075422,-0.068476,-0.031616,245.2,257.794761,-39.212578,0.06,0.06,45,17111074-3912452,13.687,0.047,0.048,65.0,12.733,0.063,0.064,58.3,12.261,0.058,0.058,56.5,AAA,222,111,000,666666,6.6,139,672002835,0,0,672002863,s,1999-08-09,11,347.507,0.221,44.4,2451400.4890,1.84,2.96,2.30,13.496,0.035,12.508,0.026,12.037,0.032,10043,209,sw,0,1,U,0.7,63,20.50,17.40,1,,36753,845307,127,Opt
0.083614,-0.068448,-0.048023,234.9,257.794777,-39.228985,0.06,0.06,45,17111074-3913443,14.412,0.034,0.036,33.3,13.105,0.045,0.046,41.4,12.577,0.034,0.035,42.2,EAA,222,111,00c,155566,5.7,148,672002553,0,0,672002586,s,1999-08-09,11,347.494,0.211,44.4,2451400.4890,0.98,0.79,1.03,14.826,0.060,13.134,0.012,12.614,0.031,9984,209,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.089838,-0.070430,-0.055772,231.6,257.792208,-39.236732,0.09,0.09,45,17111012-3914122,13.472,0.065,0.066,79.2,12.594,0.162,0.162,66.3,10.649,,,,ECU,220,110,cc0,666600,7.4,349,672002483,0,0,672002439,s,1999-08-09,11,347.487,0.208,51.5,2451400.4889,21.39,5.60,,12.980,0.031,11.512,0.031,,,9956,201,sw,0,1,U,0.9,187,17.80,16.10,1,,36753,845307,127,Opt
0.083483,-0.081047,-0.020018,256.1,257.778553,-39.200966,0.10,0.09,79,17110685-3912034,15.442,,,,14.273,0.122,0.122,14.1,13.608,0.119,0.119,16.3,UBB,022,011,000,005636,7.3,177,672003028,0,0,672003070,s,1999-08-09,11,347.509,0.238,89.6,2451400.4890,,1.43,1.05,,,13.963,0.052,13.510,0.088,10085,163,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.077488,-0.065568,-0.041295,237.8,257.798503,-39.222260,0.06,0.06,45,17111164-3913201,15.067,0.078,0.079,18.2,13.389,0.059,0.059,31.9,12.821,0.062,0.063,33.7,AAA,222,111,00c,566666,8.3,320,672002744,0,0,672002707,s,1999-08-09,11,347.501,0.213,34.0,2451400.4890,0.59,1.82,4.26,15.014,0.089,13.141,0.048,12.483,0.041,10008,219,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.074589,-0.070471,-0.024439,250.9,257.792195,-39.205399,0.11,0.11,45,17111012-3912194,15.915,,,,14.101,,,,12.671,0.049,0.050,38.7,UUA,002,001,00c,000066,8.0,313,672003019,0,0,672002990,s,1999-08-09,11,347.512,0.227,51.6,2451400.4890,,,1.61,,,,,12.676,0.053,10069,201,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.097532,-0.072900,-0.064793,228.4,257.789007,-39.245750,0.11,0.11,135,17110936-3914447,13.692,0.040,0.042,64.7,10.420,,,,9.628,,,,AUU,266,200,c00,660000,3.3,314,672002281,0,0,672002265,s,1999-08-09,11,347.478,0.205,60.4,2451400.4889,1.13,,,12.038,0.040,,,,,9924,193,sw,0,1,U,0.2,190,18.30,16.60,1,,36753,845307,127,Opt
0.085651,-0.072467,-0.045658,237.8,257.789592,-39.226616,0.06,0.06,90,17110950-3913358,11.706,0.017,0.021,402.7,10.607,0.025,0.027,413.2,10.262,0.023,0.025,356.1,AAA,222,111,000,555555,5.9,351,672002658,0,0,672002624,s,1999-08-09,11,347.494,0.216,58.8,2451400.4890,3.31,3.78,1.81,11.722,0.011,10.605,0.036,10.219,0.024,9993,194,sw,0,1,U,0.2,173,19.60,16.30,1,,36753,845307,127,Opt
0.085024,-0.072729,-0.044041,238.8,257.789255,-39.224998,0.07,0.07,45,17110942-3913299,14.201,0.108,0.109,40.5,12.771,0.080,0.081,56.3,12.291,0.075,0.076,55.0,AAA,222,111,ccc,666655,5.4,59,672002673,0,0,672002658,s,1999-08-09,11,347.495,0.217,59.8,2451400.4890,2.53,2.21,2.22,13.640,0.061,12.395,0.013,11.896,0.051,9998,193,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.090867,-0.072756,-0.054437,233.2,257.789207,-39.235394,0.10,0.10,45,17110940-3914074,14.502,0.664,0.664,30.7,12.959,0.244,0.245,47.4,12.344,0.084,0.084,52.3,DDA,222,111,ccc,666666,7.4,71,672002483,0,0,672002464,s,1999-08-09,11,347.486,0.211,59.9,2451400.4889,2.69,2.67,1.13,13.729,0.041,11.850,0.058,10.637,0.260,9961,193,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.089615,-0.077161,-0.045575,239.4,257.783532,-39.226528,0.06,0.06,45,17110804-3913355,14.309,0.065,0.066,36.6,12.516,0.056,0.057,71.2,11.807,0.058,0.058,85.8,AEA,222,111,000,666666,4.7,218,672002608,0,0,672002625,s,1999-08-09,11,347.491,0.220,75.7,2451400.4890,5.80,12.61,8.67,14.005,0.031,12.269,0.021,11.591,0.032,9993,177,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.099701,-0.072338,-0.068611,226.5,257.789727,-39.249569,0.06,0.06,45,17110953-3914584,14.474,0.063,0.064,31.5,13.687,0.071,0.071,24.2,13.085,0.067,0.067,26.5,AAA,222,111,000,555555,8.0,86,672002201,0,0,672002200,s,1999-08-09,11,347.475,0.202,58.4,2451400.4889,3.97,3.64,2.27,14.076,0.032,13.168,0.032,12.697,0.050,9910,195,sw,0,1,U,0.8,338,19.30,16.80,1,,36753,845307,127,Opt
0.084234,-0.073165,-0.041741,240.3,257.788696,-39.222698,0.11,0.11,45,17110928-3913217,14.989,0.076,0.077,19.6,14.102,,,,13.459,,,,AUU,200,100,000,260000,4.4,330,672002718,0,0,672002699,s,1999-08-09,11,347.496,0.219,61.3,2451400.4890,2.12,,,14.966,0.060,,,,,10007,192,sw,0,1,U,0.4,210,18.30,17.20,1,,36753,845307,127,Opt
0.086753,-0.077157,-0.039659,242.8,257.783545,-39.220612,0.14,0.12,80,17110805-3913142,15.352,,,,14.264,,,,13.729,0.102,0.103,14.6,UUA,002,001,00c,000004,4.0,287,672002751,0,0,672002739,s,1999-08-09,11,347.496,0.223,75.7,2451400.4890,,,1.44,,,,,13.723,0.039,10014,177,sw,0,1,U,4.0,107,19.80,17.30,1,,36753,845307,127,Opt
0.081804,-0.077155,-0.027185,250.6,257.783566,-39.208138,0.10,0.09,87,17110805-3912292,15.664,0.132,0.133,10.5,14.472,0.097,0.097,11.8,14.135,,,,BAU,220,110,cc0,060600,8.0,59,672002964,0,0,672002941,s,1999-08-09,11,347.506,0.231,75.6,2451400.4890,0.74,0.87,,15.791,0.134,14.571,0.091,,,10059,177,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.083328,-0.077410,-0.030844,248.3,257.783232,-39.211796,0.09,0.08,3,17110797-3912424,14.937,,,,13.939,0.116,0.116,19.2,13.001,0.076,0.077,28.6,UBA,022,011,0cc,005666,9.3,47,672002907,0,0,672002881,s,1999-08-09,11,347.503,0.229,76.6,2451400.4890,,1.83,1.30,,,13.570,0.083,12.804,0.027,10046,176,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.094159,-0.072248,-0.060383,230.1,257.789855,-39.241341,0.06,0.06,90,17110956-3914288,12.569,0.026,0.029,181.9,11.545,0.034,0.035,174.1,11.124,0.028,0.029,161.0,AAA,222,111,000,665555,6.6,329,672002375,0,0,672002349,s,1999-08-09,11,347.482,0.207,58.1,2451400.4889,3.31,2.45,1.65,12.472,0.008,11.489,0.026,11.097,0.023,9940,195,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.095170,-0.077455,-0.055300,234.5,257.783139,-39.236252,0.06,0.06,45,17110795-3914105,14.730,0.080,0.080,24.9,13.572,0.074,0.074,26.9,13.039,0.071,0.071,27.6,AAA,222,111,00c,666666,5.9,272,672002447,0,0,672002445,s,1999-08-09,11,347.483,0.214,76.8,2451400.4889,2.92,1.68,1.10,14.231,0.049,13.199,0.035,12.708,0.048,9958,176,sw,0,1,U,2.4,123,20.10,17.80,1,,36753,845307,127,Opt
0.079488,-0.077098,-0.019345,255.9,257.783651,-39.200298,0.06,0.06,45,17110807-3912010,12.247,0.032,0.035,244.7,11.015,0.031,0.032,283.7,10.570,0.028,0.029,268.2,AAA,222,111,ccc,666666,5.2,10,672003115,0,0,672003083,s,1999-08-09,11,347.512,0.235,75.4,2451400.4890,0.44,0.55,0.39,11.722,0.092,10.596,0.072,10.135,0.036,10087,178,sw,0,1,U,4.9,190,18.00,14.60,1,,36753,845307,127,Opt
0.081536,-0.078186,-0.023130,253.5,257.782241,-39.204082,0.06,0.06,45,17110773-3912146,15.110,0.075,0.076,17.5,13.264,0.027,0.028,35.8,12.548,0.025,0.026,43.4,AAA,222,111,c00,066656,7.1,316,672003036,0,0,672003013,s,1999-08-09,11,347.508,0.234,79.3,2451400.4890,1.42,2.08,1.36,15.610,0.205,13.327,0.027,12.627,0.068,10074,174,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.083519,-0.071441,-0.043261,238.8,257.790919,-39.224220,0.11,0.11,45,17110982-3913271,14.818,0.062,0.063,22.9,13.021,,,,12.714,,,,AUU,266,200,c00,660000,3.4,149,672002657,0,0,672002673,s,1999-08-09,11,347.496,0.217,55.1,2451400.4890,0.49,,,13.981,0.048,,,,,10001,198,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.074449,-0.071867,-0.019436,254.9,257.790400,-39.200394,0.08,0.08,45,17110969-3912014,14.981,,,,14.057,0.068,0.069,17.2,13.376,0.070,0.070,20.2,UAA,022,012,0cc,004644,4.3,41,672003103,0,0,672003080,s,1999-08-09,11,347.515,0.231,56.6,2451400.4890,,2.84,1.84,,,13.508,0.079,12.688,0.083,10087,196,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.087548,-0.078214,-0.039335,243.3,257.782182,-39.220287,0.08,0.08,45,17110772-3913130,14.659,0.043,0.045,26.5,14.093,0.063,0.064,16.7,13.185,,,,AAU,220,110,cc0,564600,4.0,107,672002739,0,0,672002751,s,1999-08-09,11,347.495,0.224,79.5,2451400.4890,0.68,1.55,,14.780,0.027,13.944,0.173,,,10015,173,sw,0,1,U,0.1,148,19.80,17.30,1,,36753,845307,127,Opt
0.090825,-0.077962,-0.046595,239.1,257.782496,-39.227547,0.06,0.06,45,17110779-3913391,15.215,0.081,0.082,15.9,13.184,0.030,0.031,38.5,12.324,0.023,0.025,53.3,AAA,222,111,cc0,366666,4.7,38,672002625,0,0,672002608,s,1999-08-09,11,347.490,0.220,78.6,2451400.4890,0.47,0.79,1.33,14.966,0.093,12.780,0.062,12.050,0.065,9989,174,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.088005,-0.072173,-0.050358,235.1,257.789964,-39.231316,0.06,0.06,45,17110959-3913527,12.700,0.026,0.029,161.2,11.094,0.032,0.034,263.8,10.435,0.033,0.034,303.7,AAA,222,111,000,665566,6.6,258,672002535,0,0,672002541,s,1999-08-09,11,347.490,0.213,57.8,2451400.4889,1.04,1.09,0.94,12.682,0.024,11.060,0.022,10.393,0.012,9976,195,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.086037,-0.077732,-0.036879,244.6,257.782807,-39.217831,0.06,0.06,45,17110787-3913041,14.884,0.058,0.060,21.6,13.319,0.042,0.043,34.0,12.730,0.041,0.041,36.7,AAA,222,111,ccc,266655,5.9,156,672002762,0,0,672002793,s,1999-08-09,11,347.498,0.225,77.7,2451400.4890,0.52,0.35,0.65,15.008,0.073,13.479,0.045,12.975,0.046,10024,175,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.075668,-0.072112,-0.022926,252.4,257.790080,-39.203884,0.08,0.08,45,17110961-3912139,14.104,0.062,0.063,44.2,13.547,0.097,0.097,27.6,12.320,,,,AAU,220,110,cc0,555500,6.9,308,672003034,0,0,672003019,s,1999-08-09,11,347.512,0.229,57.5,2451400.4890,2.42,3.48,,13.779,0.049,12.870,0.052,,,10074,196,sw,0,1,U,0.2,351,19.70,17.60,1,,36753,845307,127,Opt
0.100810,-0.077614,-0.064333,230.3,257.782921,-39.245285,0.06,0.06,45,17110790-3914430,14.994,0.045,0.047,19.5,13.095,0.022,0.024,41.8,12.338,0.025,0.026,52.6,AAA,222,111,000,066655,6.4,341,672002311,0,0,672002274,s,1999-08-09,11,347.475,0.209,77.4,2451400.4889,0.89,1.29,1.32,15.501,0.123,13.351,0.033,12.446,0.032,9925,176,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.092686,-0.077092,-0.051454,236.3,257.783613,-39.232407,0.06,0.06,45,17110806-3913566,14.444,0.028,0.030,32.4,13.345,0.024,0.025,33.2,13.024,0.038,0.039,28.0,AAE,222,111,c0c,464616,9.9,126,672002498,0,0,672002524,s,1999-08-09,11,347.486,0.216,75.5,2451400.4889,0.58,0.69,0.71,14.721,0.077,13.623,0.086,13.410,0.117,9972,177,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.093906,-0.073196,-0.058827,231.2,257.788632,-39.239784,0.06,0.06,45,17110927-3914232,11.395,0.032,0.035,536.3,11.025,0.042,0.043,281.1,10.893,0.050,0.051,199.2,AAA,222,111,000,665544,6.6,149,672002349,0,0,672002375,s,1999-08-09,11,347.483,0.209,61.5,2451400.4889,1.65,0.76,0.97,11.412,0.014,11.056,0.012,10.886,0.025,9945,191,sw,0,1,U,0.6,333,15.30,12.80,1,,36753,845307,127,Opt
0.086083,-0.077059,-0.038369,243.5,257.783674,-39.219322,0.14,0.12,89,17110808-3913095,15.661,0.098,0.098,10.5,14.039,,,,13.535,,,,AUU,200,100,c00,160000,4.7,184,672002739,0,0,672002762,s,1999-08-09,11,347.497,0.224,75.3,2451400.4890,1.59,,,15.345,0.073,,,,,10019,178,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.080721,-0.071174,-0.038081,241.9,257.791271,-39.219040,0.06,0.06,45,17110990-3913085,14.348,0.049,0.051,35.3,13.341,0.044,0.044,33.3,12.881,0.052,0.053,31.9,AAA,222,111,000,666666,10.2,34,672002808,0,0,672002767,s,1999-08-09,11,347.500,0.219,54.1,2451400.4890,1.21,2.10,1.09,14.298,0.020,13.223,0.039,12.772,0.033,10020,199,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.078503,-0.075220,-0.022464,253.4,257.786069,-39.203419,0.07,0.06,4,17110865-3912123,14.396,0.098,0.098,33.8,13.274,0.088,0.088,35.4,12.844,0.085,0.085,33.0,AAA,222,111,ccc,666655,6.2,192,672002997,0,0,672003024,s,1999-08-09,11,347.511,0.232,68.7,2451400.4890,0.62,0.71,0.45,13.901,0.041,12.803,0.041,12.376,0.040,10076,184,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.080928,-0.075531,-0.029059,249.0,257.785659,-39.210014,0.09,0.09,45,17110855-3912360,14.662,,,,13.901,0.131,0.131,19.9,13.115,0.086,0.086,25.7,UBA,022,011,0cc,006666,8.9,319,672002941,0,0,672002907,s,1999-08-09,11,347.505,0.228,69.8,2451400.4890,,1.36,1.85,,,13.365,0.029,12.714,0.048,10052,183,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.084374,-0.074427,-0.039743,241.9,257.787069,-39.220699,0.08,0.08,90,17110889-3913145,14.390,0.040,0.042,34.0,13.664,0.061,0.061,24.7,13.254,,,,AAU,226,220,cc0,666600,4.2,145,672002718,0,0,672002735,s,1999-08-09,11,347.497,0.221,65.9,2451400.4890,2.03,0.90,,14.374,0.082,13.466,0.073,,,10014,187,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.079637,-0.075262,-0.026034,250.9,257.786011,-39.206989,0.26,0.24,45,17110864-3912251,14.522,0.306,0.306,30.1,12.021,,,,11.535,,,,DUU,200,100,c00,660000,6.9,351,672002997,0,0,672002964,s,1999-08-09,11,347.508,0.230,68.8,2451400.4890,0.84,,,13.369,0.063,,,,,10063,184,sw,0,1,0,,,,,0,,36753,845307,127,Opt
